customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,R_Score,F_Score,M_Score,RFMClass_text,Segment,Segment_Sort
Colvin Thompson,1,88,25,4,4,4,444,1,1,1,111,At Risk,6
Con Altenwerth,1,6,30,1,4,4,144,5,1,1,511,New/Higher Recency,4
Concepcion Haag,1,33,53,2,4,3,243,3,1,2,312,Regular,5
Concepcion Yost,2,61,83,4,2,2,422,2,4,4,244,Big Spenders,3
Concetta Hilpert,1,57,55,3,4,3,343,2,1,2,212,At Risk,6
Concha Blick,2,50,113,3,2,1,321,2,4,4,244,Big Spenders,3
Conley Stamm,1,19,38,2,4,4,244,4,1,1,411,Regular,5
Conner Dickens,1,35,35,2,4,4,244,3,1,1,311,Regular,5
Conner O'Hara,1,5,72,1,4,2,142,5,1,3,513,New/Higher Recency,4
Conner Sauer,2,8,81,1,2,2,122,5,4,4,544,VIP,1
Connie Glover Sr.,1,82,60,4,4,3,443,1,1,3,113,Regular,5
Connie Kerluke PhD,8,1,383,1,1,1,111,5,5,5,555,VIP,1
Connie Reilly,2,12,92,1,2,2,122,4,4,4,444,VIP,1
Connor D'Amore,1,0,70,1,4,2,142,5,1,3,513,New/Higher Recency,4
Connor Pouros,1,75,21,4,4,4,444,1,1,1,111,At Risk,6
Conrad Schuster,1,47,61,3,4,3,343,2,1,3,213,Regular,5
Constantine Buckridge,5,5,235,1,1,1,111,5,5,5,555,VIP,1
Constantine Pollich,1,89,25,4,4,4,444,1,1,1,111,At Risk,6
Consuela Adams MD,1,68,22,4,4,4,444,1,1,1,111,At Risk,6
Contina Beatty,7,11,327,1,1,1,111,4,5,5,455,VIP,1
Contina Ullrich PhD,5,40,232,3,1,1,311,3,5,5,355,Big Spenders,3
Contina VonRueden,4,42,171,3,1,1,311,3,5,5,355,Big Spenders,3
Conway Ebert,1,45,25,3,4,4,344,3,1,1,311,Regular,5
Coolidge Christiansen,1,88,57,4,4,3,443,1,1,2,112,At Risk,6
Cooper Schulist,5,3,216,1,1,1,111,5,5,5,555,VIP,1
Cora Connelly,2,58,102,3,2,2,322,2,4,4,244,Big Spenders,3
Cora Crist,1,47,53,3,4,3,343,2,1,2,212,At Risk,6
Cora Larkin,1,6,48,1,4,3,143,5,1,2,512,New/Higher Recency,4
Coraima Jerde,1,60,71,4,4,2,442,2,1,3,213,Regular,5
Coraima Mann,3,12,133,1,1,1,111,4,5,5,455,VIP,1
Coraima Strosin,2,44,106,3,2,2,322,3,4,4,344,Big Spenders,3
Coraima Turcotte MD,4,7,227,1,1,1,111,5,5,5,555,VIP,1
Coral Aufderhar,1,32,52,2,4,3,243,3,1,2,312,Regular,5
Coral Strosin,1,19,36,2,4,4,244,4,1,1,411,Regular,5
Corbett Breitenberg,2,45,77,3,2,2,322,3,4,4,344,Big Spenders,3
Corbett Glover V,1,6,29,1,4,4,144,5,1,1,511,New/Higher Recency,4
Corbett Goyette,1,42,36,3,4,4,344,3,1,1,311,Regular,5
Corbett Macejkovic DDS,1,80,20,4,4,4,444,1,1,1,111,At Risk,6
Corbin Graham,3,1,176,1,1,1,111,5,5,5,555,VIP,1
Corda Bartoletti,1,53,73,3,4,2,342,2,1,3,213,Regular,5
Corda Haley,1,65,40,4,4,4,444,2,1,2,212,At Risk,6
Corda Towne,1,18,61,2,4,3,243,4,1,3,413,Regular,5
Cordaro Cummerata,1,42,41,3,4,4,344,3,1,2,312,Regular,5
Cordaro Effertz,1,21,27,2,4,4,244,4,1,1,411,Regular,5
Cordaro Kozey III,4,22,184,2,1,1,211,4,5,5,455,VIP,1
Cordell Bailey,1,54,33,3,4,4,344,2,1,1,211,At Risk,6
Cordell D'Amore,4,12,129,1,1,1,111,4,5,5,455,VIP,1
Cordella Cummerata,2,57,92,3,2,2,322,2,4,4,244,Big Spenders,3
Cordella Weissnat,2,54,135,3,2,1,321,2,4,5,245,Big Spenders,3
Cordero Dietrich,1,43,22,3,4,4,344,3,1,1,311,Regular,5
Cordia Doyle,2,78,133,4,2,1,421,1,4,5,145,Big Spenders,3
Cordia Langosh,1,89,71,4,4,2,442,1,1,3,113,Regular,5
Cordie Bradtke,1,57,29,3,4,4,344,2,1,1,211,At Risk,6
Cordie Grimes,3,47,174,3,1,1,311,2,5,5,255,Big Spenders,3
Cordie Homenick,1,79,59,4,4,3,443,1,1,3,113,Regular,5
Corean Barton,1,46,33,3,4,4,344,2,1,1,211,At Risk,6
Corean Stehr,1,73,36,4,4,4,444,1,1,1,111,At Risk,6
Corene Jewess,3,35,126,2,1,1,211,3,5,5,355,Big Spenders,3
Corene Lind,1,47,61,3,4,3,343,2,1,3,213,Regular,5
Corene Will PhD,2,21,101,2,2,2,222,4,4,4,444,VIP,1
Coretta Grimes,1,42,45,3,4,3,343,3,1,2,312,Regular,5
Corey Bechtelar,1,29,74,2,4,2,242,3,1,3,313,Regular,5
Corey Gleason,1,47,51,3,4,3,343,2,1,2,212,At Risk,6
Corey Prohaska,3,4,193,1,1,1,111,5,5,5,555,VIP,1
Corey Stokes,1,46,39,3,4,4,344,2,1,1,211,At Risk,6
Cori McClure,1,64,34,4,4,4,444,2,1,1,211,At Risk,6
Cori Weber DVM,1,35,28,2,4,4,244,3,1,1,311,Regular,5
Corie Roberts,1,44,79,3,4,2,342,3,1,4,314,Regular,5
Corine Brakus,2,89,129,4,2,1,421,1,4,5,145,Big Spenders,3
Corine Lynch DVM,2,80,65,4,2,3,423,1,4,3,143,Big Spenders,3
Corine Moen,1,29,22,2,4,4,244,3,1,1,311,Regular,5
Corinna Hodkiewicz,2,6,157,1,2,1,121,5,4,5,545,VIP,1
Corliss Harber,2,26,109,2,2,1,221,3,4,4,344,Big Spenders,3
Cornel D'Amore,2,32,56,2,2,3,223,3,4,2,342,Regular,5
Cornelia Marks,1,4,69,1,4,2,142,5,1,3,513,New/Higher Recency,4
Cornelious Lockman,1,68,52,4,4,3,443,1,1,2,112,At Risk,6
Cornelious Schroeder,5,25,242,2,1,1,211,4,5,5,455,VIP,1
Cornelious Streich,1,48,23,3,4,4,344,2,1,1,211,At Risk,6
Cornelious Turner,1,73,64,4,4,3,443,1,1,3,113,Regular,5
Cornelious Wolf,1,84,27,4,4,4,444,1,1,1,111,At Risk,6
Cornelius Bogan,1,81,66,4,4,3,443,1,1,3,113,Regular,5
Cornelius Kovacek,1,17,26,2,4,4,244,4,1,1,411,Regular,5
Cornell Runolfsdottir,1,61,57,4,4,3,443,2,1,2,212,At Risk,6
Cornie Becker,4,12,175,1,1,1,111,4,5,5,455,VIP,1
Corrie Zulauf PhD,2,44,104,3,2,2,322,3,4,4,344,Big Spenders,3
Corrina Hansen,1,42,76,3,4,2,342,3,1,4,314,Regular,5
Corrina Little DDS,2,23,117,2,2,1,221,4,4,4,444,VIP,1
Corrine Champlin,2,4,130,1,2,1,121,5,4,5,545,VIP,1
Corrine Heller,2,40,114,3,2,1,321,3,4,4,344,Big Spenders,3
Corry Gleichner,1,7,39,1,4,4,144,5,1,1,511,New/Higher Recency,4
Cortney Gleason,1,78,31,4,4,4,444,1,1,1,111,At Risk,6
Cortney Jerde,2,41,144,3,2,1,321,3,4,5,345,Big Spenders,3
Cortney Roberts,4,26,183,2,1,1,211,3,5,5,355,Big Spenders,3
Corwin Langworth,2,11,141,1,2,1,121,4,4,5,445,VIP,1
Corwin Lebsack MD,1,51,36,3,4,4,344,2,1,1,211,At Risk,6
Cory Durgan,1,40,34,3,4,4,344,3,1,1,311,Regular,5
Cory Mann,1,41,55,3,4,3,343,3,1,2,312,Regular,5
Cosmo Bergnaum,1,73,36,4,4,4,444,1,1,1,111,At Risk,6
Cosmo Cartwright,1,8,52,1,4,3,143,5,1,2,512,New/Higher Recency,4
Cosmo Cormier,1,29,72,2,4,2,242,3,1,3,313,Regular,5
Cosmo Koepp II,1,12,47,1,4,3,143,4,1,2,412,Regular,5
Cosmo Kuphal,1,19,68,2,4,2,242,4,1,3,413,Regular,5
Cosmo Rippin,1,4,23,1,4,4,144,5,1,1,511,New/Higher Recency,4
Coty Conn,1,48,55,3,4,3,343,2,1,2,212,At Risk,6
Coty Ortiz,1,72,31,4,4,4,444,1,1,1,111,At Risk,6
Coty Purdy,2,20,134,2,2,1,221,4,4,5,445,VIP,1
Courtland Beatty,1,73,48,4,4,3,443,1,1,2,112,At Risk,6
Courtland Keebler DVM,1,20,73,2,4,2,242,4,1,3,413,Regular,5
Courtland Oberbrunner,6,9,279,1,1,1,111,5,5,5,555,VIP,1
Courtney Johnston,1,31,34,2,4,4,244,3,1,1,311,Regular,5
Courtney Rice,1,6,49,1,4,3,143,5,1,2,512,New/Higher Recency,4
Crawford Schmeler I,1,37,28,2,4,4,244,3,1,1,311,Regular,5
Crawford Stiedemann,1,71,67,4,4,3,443,1,1,3,113,Regular,5
Creed Hilll,2,3,151,1,2,1,121,5,4,5,545,VIP,1
Creed Kreiger Sr.,3,47,171,3,1,1,311,2,5,5,255,Big Spenders,3
Creola Dibbert,5,68,237,4,1,1,411,1,5,5,155,Big Spenders,3
Creola Yost DVM,4,87,249,4,1,1,411,1,5,5,155,Big Spenders,3
Cressie Botsford,1,14,39,2,4,4,244,4,1,1,411,Regular,5
Cressie Corkery,1,40,69,3,4,2,342,3,1,3,313,Regular,5
Cressie Harber,1,0,32,1,4,4,144,5,1,1,511,New/Higher Recency,4
Cris McLaughlin IV,1,42,63,3,4,3,343,3,1,3,313,Regular,5
Crissie Reynolds,1,43,41,3,4,4,344,3,1,2,312,Regular,5
Crista Luettgen,1,81,69,4,4,2,442,1,1,3,113,Regular,5
Crista Senger,3,12,216,1,1,1,111,4,5,5,455,VIP,1
Cristal Kuvalis,2,7,105,1,2,2,122,5,4,4,544,VIP,1
Cristal Labadie,1,40,34,3,4,4,344,3,1,1,311,Regular,5
Cristen Hammes,1,47,49,3,4,3,343,2,1,2,212,At Risk,6
Cristen Olson PhD,1,87,79,4,4,2,442,1,1,4,114,Regular,5
Cristi Quitzon,1,33,37,2,4,4,244,3,1,1,311,Regular,5
Cristina Flatley,1,47,40,3,4,4,344,2,1,2,212,At Risk,6
Cristine Baumbach,3,27,196,2,1,1,211,3,5,5,355,Big Spenders,3
Cristobal Grady,1,7,23,1,4,4,144,5,1,1,511,New/Higher Recency,4
Cristobal Nicolas,1,15,69,2,4,2,242,4,1,3,413,Regular,5
Cristofer Homenick,2,66,76,4,2,2,422,2,4,4,244,Big Spenders,3
Cristofer VonRueden,1,81,48,4,4,3,443,1,1,2,112,At Risk,6
Cristopher Hudson,1,20,55,2,4,3,243,4,1,2,412,Regular,5
Cristy Ferry,1,46,43,3,4,4,344,2,1,2,212,At Risk,6
Cristy Reynolds,2,11,113,1,2,1,121,4,4,4,444,VIP,1
Cristy Ruecker,2,16,87,2,2,2,222,4,4,4,444,VIP,1
Crockett Daniel,1,83,42,4,4,4,444,1,1,2,112,At Risk,6
Crockett Nikolaus,1,11,43,1,4,4,144,4,1,2,412,Regular,5
Crockett Reilly,2,3,102,1,2,2,122,5,4,4,544,VIP,1
Cruz Buckridge,1,70,45,4,4,3,443,1,1,2,112,At Risk,6
Cruz Ortiz,1,47,64,3,4,3,343,2,1,3,213,Regular,5
Cruz Ruecker,1,43,61,3,4,3,343,3,1,3,313,Regular,5
Crystal Brekke PhD,1,9,47,1,4,3,143,5,1,2,512,New/Higher Recency,4
Crystal Conroy,2,20,133,2,2,1,221,4,4,5,445,VIP,1
Cuba Balistreri,1,71,68,4,4,2,442,1,1,3,113,Regular,5
Curley Denesik Sr.,1,80,38,4,4,4,444,1,1,1,111,At Risk,6
Curley Harvey,1,30,63,2,4,3,243,3,1,3,313,Regular,5
Curley Mitchell,1,80,73,4,4,2,442,1,1,3,113,Regular,5
Curley Nicolas,5,12,270,1,1,1,111,4,5,5,455,VIP,1
Curt Green,1,12,64,1,4,3,143,4,1,3,413,Regular,5
Curt Hyatt,1,39,64,3,4,3,343,3,1,3,313,Regular,5
Curt Kub,1,31,40,2,4,4,244,3,1,2,312,Regular,5
Curtis Hirthe MD,1,3,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Curtis Runolfsdottir,3,2,161,1,1,1,111,5,5,5,555,VIP,1
Curtis Schuppe IV,1,76,48,4,4,3,443,1,1,2,112,At Risk,6
Curtis Terry,1,4,61,1,4,3,143,5,1,3,513,New/Higher Recency,4
Curtiss Koch Jr.,2,45,60,3,2,3,323,3,4,3,343,Big Spenders,3
Curtiss Kuphal,1,5,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Cydney Lebsack,2,35,135,2,2,1,221,3,4,5,345,Big Spenders,3
Cyndi Schuster,2,5,89,1,2,2,122,5,4,4,544,VIP,1
Cynthia Durgan,1,33,38,2,4,4,244,3,1,1,311,Regular,5
Cyril Bogisich,1,24,72,2,4,2,242,4,1,3,413,Regular,5
Cyrus Sawayn,1,8,57,1,4,3,143,5,1,2,512,New/Higher Recency,4
Dabney Bayer,7,4,260,1,1,1,111,5,5,5,555,VIP,1
Dabney Feil,1,80,64,4,4,3,443,1,1,3,113,Regular,5
Dahlia Kub,1,44,80,3,4,2,342,3,1,4,314,Regular,5
Dahlia Lemke,3,63,158,4,1,1,411,2,5,5,255,Big Spenders,3
Daija Legros,1,88,47,4,4,3,443,1,1,2,112,At Risk,6
Daijah Collins,1,82,76,4,4,2,442,1,1,4,114,Regular,5
Daijah Stokes,1,19,67,2,4,3,243,4,1,3,413,Regular,5
Daisey Luettgen DVM,4,12,178,1,1,1,111,4,5,5,455,VIP,1
Daisha Torphy,2,45,131,3,2,1,321,3,4,5,345,Big Spenders,3
Daisie Beer,3,21,156,2,1,1,211,4,5,5,455,VIP,1
Daisie Block,1,71,26,4,4,4,444,1,1,1,111,At Risk,6
Daisie Christiansen,1,4,65,1,4,3,143,5,1,3,513,New/Higher Recency,4
Daisie Oberbrunner,5,5,219,1,1,1,111,5,5,5,555,VIP,1
Daisy Bayer,1,79,75,4,4,2,442,1,1,3,113,Regular,5
Daisy Buckridge,1,1,80,1,4,2,142,5,1,4,514,New/Higher Recency,4
Daisy Hermann MD,2,10,71,1,2,2,122,5,4,3,543,Loyal,2
Daisy O'Conner,7,3,353,1,1,1,111,5,5,5,555,VIP,1
Daisye Hansen,1,80,51,4,4,3,443,1,1,2,112,At Risk,6
Daja Sipes,1,42,68,3,4,2,342,3,1,3,313,Regular,5
Dakoda Schneider,2,12,84,1,2,2,122,4,4,4,444,VIP,1
Dakota Gutkowski,2,5,77,1,2,2,122,5,4,4,544,VIP,1
Dakota Satterfield,3,4,118,1,1,1,111,5,5,4,554,VIP,1
Dakota Senger MD,4,4,168,1,1,1,111,5,5,5,555,VIP,1
Dakotah Little,1,1,73,1,4,2,142,5,1,3,513,New/Higher Recency,4
Dale Rolfson,1,5,23,1,4,4,144,5,1,1,511,New/Higher Recency,4
Dale Wyman,6,23,316,2,1,1,211,4,5,5,455,VIP,1
Dalia Harber,1,7,31,1,4,4,144,5,1,1,511,New/Higher Recency,4
Dallas Stanton,1,9,64,1,4,3,143,5,1,3,513,New/Higher Recency,4
Dalton Mitchell IV,1,36,67,2,4,3,243,3,1,3,313,Regular,5
Dalton Stracke,2,23,90,2,2,2,222,4,4,4,444,VIP,1
Dalvin Jewess,1,68,68,4,4,2,442,1,1,3,113,Regular,5
Damarcus Erdman II,1,47,69,3,4,2,342,2,1,3,213,Regular,5
Damarcus Kozey,2,11,75,1,2,2,122,4,4,3,443,Loyal,2
Damari Monahan,1,78,42,4,4,4,444,1,1,2,112,At Risk,6
Damari Raynor,4,6,266,1,1,1,111,5,5,5,555,VIP,1
Damari Reichel,1,9,23,1,4,4,144,5,1,1,511,New/Higher Recency,4
Damarion Schoen,1,60,62,4,4,3,443,2,1,3,213,Regular,5
Damaris Blanda,1,67,44,4,4,4,444,2,1,2,212,At Risk,6
Damaris Koelpin DDS,1,46,28,3,4,4,344,2,1,1,211,At Risk,6
Damaris O'Kon,2,31,129,2,2,1,221,3,4,5,345,Big Spenders,3
Damian Stanton,2,56,132,3,2,1,321,2,4,5,245,Big Spenders,3
Damien Keeling,1,88,43,4,4,4,444,1,1,2,112,At Risk,6
Damien Labadie,1,52,47,3,4,3,343,2,1,2,212,At Risk,6
Damion Fritsch,3,38,111,2,1,1,211,3,5,4,354,Big Spenders,3
Damion Rolfson II,2,12,117,1,2,1,121,4,4,4,444,VIP,1
Damion Romaguera,2,11,89,1,2,2,122,4,4,4,444,VIP,1
Damon Beahan,1,15,22,2,4,4,244,4,1,1,411,Regular,5
Damon Kreiger,1,74,61,4,4,3,443,1,1,3,113,Regular,5
Damond Kuhn,2,27,97,2,2,2,222,3,4,4,344,Big Spenders,3
Damond McDermott I,1,45,60,3,4,3,343,3,1,3,313,Regular,5
Damond Rempel,1,87,22,4,4,4,444,1,1,1,111,At Risk,6
Dan Ondricka DVM,4,4,199,1,1,1,111,5,5,5,555,VIP,1
Dan Pfeffer,5,6,292,1,1,1,111,5,5,5,555,VIP,1
Dana Crooks,1,45,79,3,4,2,342,3,1,4,314,Regular,5
Dana D'Amore,1,45,47,3,4,3,343,3,1,2,312,Regular,5
Dana O'Kon,1,69,78,4,4,2,442,1,1,4,114,Regular,5
Dana Pagac,1,47,50,3,4,3,343,2,1,2,212,At Risk,6
Danae Ratke,2,74,144,4,2,1,421,1,4,5,145,Big Spenders,3
Dandre Dooley IV,1,65,44,4,4,4,444,2,1,2,212,At Risk,6
Dandre O'Conner,2,21,100,2,2,2,222,4,4,4,444,VIP,1
Danelle Rath,1,43,30,3,4,4,344,3,1,1,311,Regular,5
Danette Morissette PhD,1,46,68,3,4,2,342,2,1,3,213,Regular,5
Danette Russel DDS,7,21,358,2,1,1,211,4,5,5,455,VIP,1
Dangelo Purdy,1,3,34,1,4,4,144,5,1,1,511,New/Higher Recency,4
Dangelo Ryan,1,17,55,2,4,3,243,4,1,2,412,Regular,5
Dani Koelpin,1,46,43,3,4,4,344,2,1,2,212,At Risk,6
Dania Jaskolski,15,4,666,1,1,1,111,5,5,5,555,VIP,1
Danica Metz,1,53,73,3,4,2,342,2,1,3,213,Regular,5
Danica Pagac,1,2,27,1,4,4,144,5,1,1,511,New/Higher Recency,4
Danica Torp,1,48,74,3,4,2,342,2,1,3,213,Regular,5
Daniel Schmidt,1,83,38,4,4,4,444,1,1,1,111,At Risk,6
Daniela Bednar,3,4,143,1,1,1,111,5,5,5,555,VIP,1
Daniela Corkery,1,42,54,3,4,3,343,3,1,2,312,Regular,5
Daniela Crist,1,11,51,1,4,3,143,4,1,2,412,Regular,5
Daniela Farrell,1,19,38,2,4,4,244,4,1,1,411,Regular,5
Daniele Fisher,2,73,80,4,2,2,422,1,4,4,144,Big Spenders,3
Daniele Heller,2,43,124,3,2,1,321,3,4,5,345,Big Spenders,3
Daniele Ritchie,1,33,41,2,4,4,244,3,1,2,312,Regular,5
Daniele Stanton,1,74,47,4,4,3,443,1,1,2,112,At Risk,6
Daniella Cremin,1,4,30,1,4,4,144,5,1,1,511,New/Higher Recency,4
Danielle Stokes,1,21,39,2,4,4,244,4,1,1,411,Regular,5
Danita Kertzmann,1,6,40,1,4,4,144,5,1,2,512,New/Higher Recency,4
Dann Ratke,2,11,123,1,2,1,121,4,4,4,444,VIP,1
Dann Schroeder,1,76,66,4,4,3,443,1,1,3,113,Regular,5
Danna Schaefer,1,17,80,2,4,2,242,4,1,4,414,Regular,5
Dannie Cremin,2,25,94,2,2,2,222,4,4,4,444,VIP,1
Dannie King,4,37,195,2,1,1,211,3,5,5,355,Big Spenders,3
Dannie Lang,1,72,23,4,4,4,444,1,1,1,111,At Risk,6
Dannie Muller,1,88,21,4,4,4,444,1,1,1,111,At Risk,6
Dannie Rippin,6,12,211,1,1,1,111,4,5,5,455,VIP,1
Dannielle Morissette,1,38,53,2,4,3,243,3,1,2,312,Regular,5
Dannielle Sipes,1,34,79,2,4,2,242,3,1,4,314,Regular,5
Danny Jerde,1,11,75,1,4,2,142,4,1,3,413,Regular,5
Danny Koss,1,49,56,3,4,3,343,2,1,2,212,At Risk,6
Dante Ledner III,1,53,68,3,4,2,342,2,1,3,213,Regular,5
Daquan Ferry,2,78,93,4,2,2,422,1,4,4,144,Big Spenders,3
Daquan Mante,1,57,55,3,4,3,343,2,1,2,212,At Risk,6
Daquan Vandervort,1,35,51,2,4,3,243,3,1,2,312,Regular,5
Dara Berge,1,66,41,4,4,4,444,2,1,2,212,At Risk,6
Dara Lueilwitz,1,42,67,3,4,3,343,3,1,3,313,Regular,5
Dara Okuneva,1,61,78,4,4,2,442,2,1,4,214,Regular,5
Darby Corwin,1,86,69,4,4,2,442,1,1,3,113,Regular,5
Darby Emard,1,63,52,4,4,3,443,2,1,2,212,At Risk,6
Darci Hermiston,1,68,50,4,4,3,443,1,1,2,112,At Risk,6
Darci Schaefer,3,11,134,1,1,1,111,4,5,5,455,VIP,1
Darcie Jakubowski,1,9,26,1,4,4,144,5,1,1,511,New/Higher Recency,4
Darcy Ruecker,1,40,39,3,4,4,344,3,1,1,311,Regular,5
Darell Nikolaus,1,18,50,2,4,3,243,4,1,2,412,Regular,5
Darell Schaefer,1,59,24,3,4,4,344,2,1,1,211,At Risk,6
Darell Turner,5,36,242,2,1,1,211,3,5,5,355,Big Spenders,3
Daria Anderson,1,47,22,3,4,4,344,2,1,1,211,At Risk,6
Daria Williamson MD,1,23,56,2,4,3,243,4,1,2,412,Regular,5
Darian Brekke MD,1,57,32,3,4,4,344,2,1,1,211,At Risk,6
Darian Erdman DVM,3,85,87,4,1,2,412,1,5,4,154,Big Spenders,3
Darian Grimes,2,5,99,1,2,2,122,5,4,4,544,VIP,1
Darian VonRueden,1,15,22,2,4,4,244,4,1,1,411,Regular,5
Dariana Haag PhD,1,64,63,4,4,3,443,2,1,3,213,Regular,5
Dariana Waelchi,1,64,24,4,4,4,444,2,1,1,211,At Risk,6
Darin Daugherty,1,3,65,1,4,3,143,5,1,3,513,New/Higher Recency,4
Darin Daugherty V,1,89,38,4,4,4,444,1,1,1,111,At Risk,6
Dario Dickens,1,33,24,2,4,4,244,3,1,1,311,Regular,5
Dario Lehner,6,10,252,1,1,1,111,5,5,5,555,VIP,1
Darion Wyman,3,58,163,3,1,1,311,2,5,5,255,Big Spenders,3
Darius Carter V,3,1,155,1,1,1,111,5,5,5,555,VIP,1
Darius VonRueden,1,44,38,3,4,4,344,3,1,1,311,Regular,5
Darl McGlynn,3,2,143,1,1,1,111,5,5,5,555,VIP,1
Darla Schinner,1,19,72,2,4,2,242,4,1,3,413,Regular,5
Darleen Herzog PhD,1,7,79,1,4,2,142,5,1,4,514,New/Higher Recency,4
Darlene Jacobi DDS,1,38,27,2,4,4,244,3,1,1,311,Regular,5
Darlene Weissnat,1,6,79,1,4,2,142,5,1,4,514,New/Higher Recency,4
Darline Hills,1,81,33,4,4,4,444,1,1,1,111,At Risk,6
Darnell Harris,15,5,807,1,1,1,111,5,5,5,555,VIP,1
Darold Connelly,3,4,128,1,1,1,111,5,5,5,555,VIP,1
Darold Zulauf,1,21,59,2,4,3,243,4,1,3,413,Regular,5
Darrel Koepp,7,12,305,1,1,1,111,4,5,5,455,VIP,1
Darrell Heathcote,2,12,62,1,2,3,123,4,4,3,443,Loyal,2
Darrell Murazik,5,39,306,3,1,1,311,3,5,5,355,Big Spenders,3
Darrell Paucek,1,63,77,4,4,2,442,2,1,4,214,Regular,5
Darren Cormier,4,6,178,1,1,1,111,5,5,5,555,VIP,1
Darrian Bartell I,2,18,95,2,2,2,222,4,4,4,444,VIP,1
Darrian Feeney,1,16,77,2,4,2,242,4,1,4,414,Regular,5
Darrian Rogahn I,1,13,75,2,4,2,242,4,1,3,413,Regular,5
Darrin Hauck,2,31,59,2,2,3,223,3,4,3,343,Big Spenders,3
Darrin Kirlin,1,17,76,2,4,2,242,4,1,4,414,Regular,5
Darrin Lowe,1,6,26,1,4,4,144,5,1,1,511,New/Higher Recency,4
Darrion Stoltenberg,3,16,104,2,1,2,212,4,5,4,454,VIP,1
Darrius Keeling MD,1,52,70,3,4,2,342,2,1,3,213,Regular,5
Darrius Walter,2,28,87,2,2,2,222,3,4,4,344,Big Spenders,3
Darron Ernser II,1,43,27,3,4,4,344,3,1,1,311,Regular,5
Darron O'Conner,1,81,49,4,4,3,443,1,1,2,112,At Risk,6
Darron Stracke,5,2,236,1,1,1,111,5,5,5,555,VIP,1
Darryl Kunde,1,52,70,3,4,2,342,2,1,3,213,Regular,5
Darwin Hirthe,4,6,170,1,1,1,111,5,5,5,555,VIP,1
Darwin Hyatt,1,5,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Darwyn Berge,1,6,61,1,4,3,143,5,1,3,513,New/Higher Recency,4
Darwyn Rath,1,80,20,4,4,4,444,1,1,1,111,At Risk,6
Daryl Armstrong,1,87,60,4,4,3,443,1,1,3,113,Regular,5
Daryl Hahn Jr.,2,53,95,3,2,2,322,2,4,4,244,Big Spenders,3
Daryl McGlynn,2,12,112,1,2,1,121,4,4,4,444,VIP,1
Daryl Prosacco,1,88,56,4,4,3,443,1,1,2,112,At Risk,6
Daryle Koch,3,6,82,1,1,2,112,5,5,4,554,VIP,1
Daryn Hickle,1,90,62,4,4,3,443,1,1,3,113,Regular,5
Dashawn Harvey,2,5,153,1,2,1,121,5,4,5,545,VIP,1
Dashawn Schroeder,1,37,75,2,4,2,242,3,1,3,313,Regular,5
Dasia Ledner DDS,1,2,24,1,4,4,144,5,1,1,511,New/Higher Recency,4
Daulton Emard,1,79,69,4,4,2,442,1,1,3,113,Regular,5
Daulton Renner,1,34,20,2,4,4,244,3,1,1,311,Regular,5
Davey Hettinger,2,6,99,1,2,2,122,5,4,4,544,VIP,1
Davey Skiles V,1,1,27,1,4,4,144,5,1,1,511,New/Higher Recency,4
Davey Zieme,1,36,39,2,4,4,244,3,1,1,311,Regular,5
Davian Hagenes I,1,86,71,4,4,2,442,1,1,3,113,Regular,5
Davian Ledner,1,21,67,2,4,3,243,4,1,3,413,Regular,5
Davian Stokes,1,19,43,2,4,4,244,4,1,2,412,Regular,5
Davian Streich II,2,46,120,3,2,1,321,2,4,4,244,Big Spenders,3
David Aufderhar V,1,88,24,4,4,4,444,1,1,1,111,At Risk,6
Davie Hintz PhD,1,55,69,3,4,2,342,2,1,3,213,Regular,5
Davie Parker,1,8,60,1,4,3,143,5,1,3,513,New/Higher Recency,4
Davin Moen,1,36,57,2,4,3,243,3,1,2,312,Regular,5
Davin Murray,1,29,33,2,4,4,244,3,1,1,311,Regular,5
Davina Abshire,2,6,119,1,2,1,121,5,4,4,544,VIP,1
Davina Corkery,1,32,54,2,4,3,243,3,1,2,312,Regular,5
Davina Gottlieb,1,84,63,4,4,3,443,1,1,3,113,Regular,5
Davina Parker,1,10,46,1,4,3,143,5,1,2,512,New/Higher Recency,4
Davion Blanda,1,29,64,2,4,3,243,3,1,3,313,Regular,5
Davion Corwin,1,43,62,3,4,3,343,3,1,3,313,Regular,5
Davion Hudson,3,4,104,1,1,2,112,5,5,4,554,VIP,1
Davion Klocko,2,52,96,3,2,2,322,2,4,4,244,Big Spenders,3
Davion Mayer,1,63,21,4,4,4,444,2,1,1,211,At Risk,6
Davonta Donnelly,1,47,40,3,4,4,344,2,1,2,212,At Risk,6
Davonta Larkin,1,6,49,1,4,3,143,5,1,2,512,New/Higher Recency,4
Davonta Luettgen,1,74,43,4,4,4,444,1,1,2,112,At Risk,6
Davonte Kub,2,12,124,1,2,1,121,4,4,5,445,VIP,1
Davy Leuschke,1,43,67,3,4,3,343,3,1,3,313,Regular,5
Dawn Crist,1,61,69,4,4,2,442,2,1,3,213,Regular,5
Dawn Rau,1,10,49,1,4,3,143,5,1,2,512,New/Higher Recency,4
Dawna Marvin,1,80,60,4,4,3,443,1,1,3,113,Regular,5
